IDX,Norman_SusDat_ID,DTXSID,dtxcid,cas_number,Name,inchi,inchiKey
1667,NS00001731,DTXSID2068343,DTXCID6039972,41687-30-3,"Ethanol, 2-[(3-nitrophenyl)sulfonyl]-","InChI=1S/C8H9NO5S/c10-4-5-15(13,14)8-3-1-2-7(6-8)9(11)12/h1-3,6,10H,4-5H2",VMORQDKKMBAQPJ-UHFFFAOYSA-N
1668,NS00001732,DTXSID6020359,DTXCID00359,108-94-1,Cyclohexanone,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,JHIVVAPYMSGYDF-UHFFFAOYSA-N
1669,NS00001733,DTXSID1021667,DTXCID901667,115-17-3,Tribromoacetaldehyde,"InChI=1S/C2HBr3O/c3-2(4,5)1-6/h1H",YTGSYRVSBPFKMQ-UHFFFAOYSA-N
1670,NS00001734,DTXSID2034627,DTXCID0014627,69377-81-7,Fluroxypyr,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)",MEFQWPUMEMWTJP-UHFFFAOYSA-N
1671,NS00001735,DTXSID2020717,DTXCID00717,103-16-2,4-(Benzyloxyl)phenol,"InChI=1S/C13H12O2/c14-12-6-8-13(9-7-12)15-10-11-4-2-1-3-5-11/h1-9,14H,10H2",VYQNWZOUAUKGHI-UHFFFAOYSA-N
1672,NS00001736,DTXSID10945837,DTXCID301374138,2316-50-9,"2-Bromo-4,6-dinitrophenol","InChI=1S/C6H3BrN2O5/c7-4-1-3(8(11)12)2-5(6(4)10)9(13)14/h1-2,10H",LGAQVCNAUXQEJZ-UHFFFAOYSA-N
1673,NS00001738,DTXSID8027795,DTXCID807795,17824-83-8,"3,4,5,6-Tetrachloropyridine-2-carbonitrile",InChI=1S/C6Cl4N2/c7-3-2(1-11)12-6(10)5(9)4(3)8,KFPBGJYBKSQIAI-UHFFFAOYSA-N
1674,NS00001739,DTXSID0023111,DTXCID203111,109889-09-0,Granisetron,"InChI=1S/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)/t12-,13+,14-",MFWNKCLOYSRHCJ-BTTYYORXSA-N
1675,NS00001740,DTXSID4020791,DTXCID80791,121-75-5,Malathion,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",JXSJBGJIGXNWCI-UHFFFAOYSA-N
1676,NS00001741,DTXSID8062363,DTXCID3036949,2382-96-9,2-Mercaptobenzoxazole,"InChI=1S/C7H5NOS/c10-7-8-5-3-1-2-4-6(5)9-7/h1-4H,(H,8,10)",FLFWJIBUZQARMD-UHFFFAOYSA-N
1677,NS00001742,DTXSID8021199,DTXCID601199,1114-71-2,Pebulate,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3",SGEJQUSYQTVSIU-UHFFFAOYSA-N
1678,NS00001744,DTXSID10212899,DTXCID90135390,635-12-1,"1,4-Anthraquinone",InChI=1S/C14H8O2/c15-13-5-6-14(16)12-8-10-4-2-1-3-9(10)7-11(12)13/h1-8H,LSOTZYUVGZKSHR-UHFFFAOYSA-N
1679,NS00001745,DTXSID2025921,DTXCID305921,12225-21-7,C.I. Pigment Yellow 100,"InChI=1S/3C16H12N4O9S2.Al/c3*21-15-13(18-17-9-1-5-11(6-2-9)30(24,25)26)14(16(22)23)19-20(15)10-3-7-12(8-4-10)31(27,28)29;/h3*1-8,13H,(H,22,23)(H,24,25,26)(H,27,28,29);/q;;;+3/p-3/b3*18-17+;",WNVDZDLVUGYYKK-HBGYKRQNSA-K
1680,NS00001746,DTXSID6060000,DTXCID5040336,445-03-4,4-Chloro-2-(trifluoromethyl)aniline,"InChI=1S/C7H5ClF3N/c8-4-1-2-6(12)5(3-4)7(9,10)11/h1-3H,12H2",CVINWVPRKDIGLL-UHFFFAOYSA-N
1681,NS00001747,DTXSID7073480,DTXCID0038918,34883-39-1,"2,5-Dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,KKQWHYGECTYFIA-UHFFFAOYSA-N
1682,NS00001748,DTXSID8059184,DTXCID3049093,99-10-5,"Benzoic acid, 3,5-dihydroxy-","InChI=1S/C7H6O4/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,8-9H,(H,10,11)",UYEMGAFJOZZIFP-UHFFFAOYSA-N
1683,NS00001749,NA,NA,NA,NA,NA,NA
1684,NS00001750,DTXSID3074313,DTXCID2039045,35523-89-8,Saxitoxin,"InChI=1S/C10H17N7O4/c11-6-15-5-4(3-21-8(13)18)14-7(12)17-2-1-9(19,20)10(5,17)16-6/h4-5,19-20H,1-3H2,(H2,12,14)(H2,13,18)(H3,11,15,16)/t4-,5-,10-/m0/s1",RPQXVSUAYFXFJA-HGRQIUPRSA-N
1685,NS00001752,DTXSID4024800,DTXCID004800,108-43-0,3-Chlorophenol,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",HORNXRXVQWOLPJ-UHFFFAOYSA-N
1686,NS00001753,DTXSID2023515,DTXCID603515,77-37-2,Procyclidine,"InChI=1S/C19H29NO/c21-19(17-9-3-1-4-10-17,18-11-5-2-6-12-18)13-16-20-14-7-8-15-20/h1,3-4,9-10,18,21H,2,5-8,11-16H2",WYDUSKDSKCASEF-UHFFFAOYSA-N
1687,NS00001755,DTXSID4064507,DTXCID0046482,6925-69-5,12H-Phthaloperin-12-one,InChI=1S/C18H10N2O/c21-18-13-8-2-1-7-12(13)17-19-14-9-3-5-11-6-4-10-15(16(11)14)20(17)18/h1-10H,XFYQEBBUVNLYBR-UHFFFAOYSA-N
1688,NS00001756,DTXSID1027427,DTXCID907427,1704-62-7,2-[2-(Dimethylamino)ethoxy]ethanol,"InChI=1S/C6H15NO2/c1-7(2)3-5-9-6-4-8/h8H,3-6H2,1-2H3",YSAANLSYLSUVHB-UHFFFAOYSA-N
1689,NS00001757,DTXSID9023702,DTXCID503702,112-24-3,"N1,N2-Bis(2-aminoethyl)-1,2-ethanediamine","InChI=1S/C6H18N4/c7-1-3-9-5-6-10-4-2-8/h9-10H,1-8H2",VILCJCGEZXAXTO-UHFFFAOYSA-N
1690,NS00001758,DTXSID2041626,DTXCID0021626,5973-71-7,"3,4-Dimethylbenzaldehyde","InChI=1S/C9H10O/c1-7-3-4-9(6-10)5-8(7)2/h3-6H,1-2H3",POQJHLBMLVTHAU-UHFFFAOYSA-N
1691,NS00001759,DTXSID0022808,DTXCID002808,50-53-3,Chlorpromazine,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",ZPEIMTDSQAKGNT-UHFFFAOYSA-N
1692,NS00001760,DTXSID4052134,DTXCID9030703,5022-29-7,N-Ethylphthalimide,"InChI=1S/C10H9NO2/c1-2-11-9(12)7-5-3-4-6-8(7)10(11)13/h3-6H,2H2,1H3",JZDSOQSUCWVBMV-UHFFFAOYSA-N
1693,NS00001762,DTXSID80571647,DTXCID00522419,152828-25-6,"4-(6-tert-Butyl-5H-pyrazolo[1,5-b][1,2,4]triazol-2-yl)aniline","InChI=1S/C14H17N5/c1-14(2,3)11-8-12-16-13(18-19(12)17-11)9-4-6-10(15)7-5-9/h4-8,17H,15H2,1-3H3",YSZXPOQOSPQIFI-UHFFFAOYSA-N
1694,NS00001763,DTXSID60945680,DTXCID301373992,2298-55-7,"1,4-Dibenzylpiperazine--hydrogen chloride (1/1)","InChI=1S/C18H22N2.ClH/c1-3-7-17(8-4-1)15-19-11-13-20(14-12-19)16-18-9-5-2-6-10-18;/h1-10H,11-16H2;1H",CVDIJVCABNNWKD-UHFFFAOYSA-N
1694,NS00001763,DTXSID10899765,DTXCID301328492,1034-11-3,"1,4-Dibenzylpiperazine","InChI=1S/C18H22N2/c1-3-7-17(8-4-1)15-19-11-13-20(14-12-19)16-18-9-5-2-6-10-18/h1-10H,11-16H2",YPUGLZQRXQQCSX-UHFFFAOYSA-N
1695,NS00001764,NA,NA,NA,NA,NA,NA
1696,NS00001765,DTXSID7060330,DTXCID6041971,558-30-5,"Oxirane, 2,2-dimethyl-","InChI=1S/C4H8O/c1-4(2)3-5-4/h3H2,1-2H3",GELKGHVAFRCJNA-UHFFFAOYSA-N
1697,NS00001766,DTXSID5044657,DTXCID3024657,34161-24-5,Fipexide,"InChI=1S/C20H21ClN2O4/c21-16-2-4-17(5-3-16)25-13-20(24)23-9-7-22(8-10-23)12-15-1-6-18-19(11-15)27-14-26-18/h1-6,11H,7-10,12-14H2",BFUJHVVEMMWLHC-UHFFFAOYSA-N
1698,NS00001767,DTXSID5063780,DTXCID2041387,04/12/5329,"Hydrazine, (2,4,6-trichlorophenyl)-","InChI=1S/C6H5Cl3N2/c7-3-1-4(8)6(11-10)5(9)2-3/h1-2,11H,10H2",MULHANRBCQBHII-UHFFFAOYSA-N
1699,NS00001768,DTXSID9058151,DTXCID1031919,658066-35-4,Fluopyram,"InChI=1S/C16H11ClF6N2O/c17-12-7-9(15(18,19)20)8-25-13(12)5-6-24-14(26)10-3-1-2-4-11(10)16(21,22)23/h1-4,7-8H,5-6H2,(H,24,26)",KVDJTXBXMWJJEF-UHFFFAOYSA-N
1700,NS00001769,DTXSID70160342,DTXCID3082833,137863-20-8,Valsartan benzyl ester,"InChI=1S/C31H35N5O3/c1-4-5-15-28(37)36(29(22(2)3)31(38)39-21-24-11-7-6-8-12-24)20-23-16-18-25(19-17-23)26-13-9-10-14-27(26)30-32-34-35-33-30/h6-14,16-19,22,29H,4-5,15,20-21H2,1-3H3,(H,32,33,34,35)/t29-/m0/s1",VXKKFWDUSKMRNO-LJAQVGFWSA-N
1701,NS00001770,DTXSID3064720,DTXCID3047716,03/02/7491,"Decanedioic acid, bis(1-methylethyl) ester","InChI=1S/C16H30O4/c1-13(2)19-15(17)11-9-7-5-6-8-10-12-16(18)20-14(3)4/h13-14H,5-12H2,1-4H3",XFKBBSZEQRFVSL-UHFFFAOYSA-N
1702,NS00001771,DTXSID2059489,DTXCID0033467,119-63-1,"Acetamide, N-(4-aminophenyl)-N-methyl-","InChI=1S/C9H12N2O/c1-7(12)11(2)9-5-3-8(10)4-6-9/h3-6H,10H2,1-2H3",QFELUFGHFLYZEZ-UHFFFAOYSA-N
1703,NS00001772,DTXSID4026139,DTXCID306139,102-08-9,Thiocarbanilide,"InChI=1S/C13H12N2S/c16-13(14-11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h1-10H,(H2,14,15,16)",FCSHMCFRCYZTRQ-UHFFFAOYSA-N
1704,NS00001773,DTXSID3041378,DTXCID1021378,606-21-3,"2,6-Dinitrochlorobenzene",InChI=1S/C6H3ClN2O4/c7-6-4(8(10)11)2-1-3-5(6)9(12)13/h1-3H,BPPMIQPXQVIZNJ-UHFFFAOYSA-N
1705,NS00001774,DTXSID5023908,DTXCID303908,191-24-2,"Benzo(g,h,i)perylene",InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,GYFAGKUZYNFMBN-UHFFFAOYSA-N
1706,NS00001775,DTXSID7021520,DTXCID701520,143-22-6,2-[2-(2-Butoxyethoxy)ethoxy]ethanol,"InChI=1S/C10H22O4/c1-2-3-5-12-7-9-14-10-8-13-6-4-11/h11H,2-10H2,1H3",COBPKKZHLDDMTB-UHFFFAOYSA-N
1707,NS00001776,DTXSID2041387,DTXCID0021387,94051-08-8,Quizalofop-p,"InChI=1S/C17H13ClN2O4/c1-10(17(21)22)23-12-3-5-13(6-4-12)24-16-9-19-15-8-11(18)2-7-14(15)20-16/h2-10H,1H3,(H,21,22)/t10-/m1/s1",ABOOPXYCKNFDNJ-SNVBAGLBSA-N
1708,NS00001777,DTXSID6040294,DTXCID4020294,22936-86-3,2- Chloro-4-cyclopropylamino-6-isopropylamino-s-triazine,"InChI=1S/C9H14ClN5/c1-5(2)11-8-13-7(10)14-9(15-8)12-6-3-4-6/h5-6H,3-4H2,1-2H3,(H2,11,12,13,14,15)",OOHIAOSLOGDBCE-UHFFFAOYSA-N
1709,NS00001778,DTXSID1040114,DTXCID9020114,107-58-4,tert-Butylacrylamide,"InChI=1S/C7H13NO/c1-5-6(9)8-7(2,3)4/h5H,1H2,2-4H3,(H,8,9)",XFHJDMUEHUHAJW-UHFFFAOYSA-N
1710,NS00001780,DTXSID6062129,DTXCID4036304,2046-18-6,Benzenebutanenitrile,"InChI=1S/C10H11N/c11-9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8H2",ICMVGKQFVMTRLB-UHFFFAOYSA-N
1711,NS00001781,DTXSID30891923,DTXCID309721,5026-76-6,6-Methyl-1-heptene,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h4,8H,1,5-7H2,2-3H3",DFVOXRAAHOJJBN-UHFFFAOYSA-N
1712,NS00001782,DTXSID30232534,DTXCID60155025,837-73-0,"3,6-Diamino-10-methylacridinium","InChI=1S/C14H13N3/c1-17-13-7-11(15)4-2-9(13)6-10-3-5-12(16)8-14(10)17/h2-8H,1H3,(H3,15,16)/p+1",XSIOKTWDEOJMGG-UHFFFAOYSA-O
1713,NS00001784,DTXSID10198604,DTXCID30121095,50585-40-5,"Dibenzo(b,e)(1,4)dioxin, 2,3-dibromo-7,8-dichloro-",InChI=1S/C12H4Br2Cl2O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,SBSJXPIUKNBZND-UHFFFAOYSA-N
1714,NS00001785,DTXSID9044900,NA,26896-48-0,Tricyclodecanedimethanol,NA,NA
1715,NS00001787,DTXSID60870589,DTXCID90818297,530-91-6,2-Hydroxytetralin,"InChI=1/C10H12O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-4,10-11H,5-7H2",JWQYZECMEPOAPF-UHFFFAOYSA-N
1716,NS00001788,NA,NA,NA,NA,NA,NA
1717,NS00001789,DTXSID80314531,DTXCID20265654,1575-37-7,"4-bromobenzene-1,2-diamine","InChI=1S/C6H7BrN2/c7-4-1-2-5(8)6(9)3-4/h1-3H,8-9H2",WIHHVKUARKTSBU-UHFFFAOYSA-N
1718,NS00001790,DTXSID3048736,DTXCID0028662,119-41-5,Efloxate,"InChI=1S/C19H16O5/c1-2-22-19(21)12-23-14-8-9-15-16(20)11-17(24-18(15)10-14)13-6-4-3-5-7-13/h3-11H,2,12H2,1H3",ZVXBAHLOGZCFTP-UHFFFAOYSA-N
1719,NS00001791,DTXSID60963521,DTXCID801506035,119365-69-4,"(6R)-6,8-Dimercaptooctanoic acid","InChI=1S/C8H16O2S2/c9-8(10)4-2-1-3-7(12)5-6-11/h7,11-12H,1-6H2,(H,9,10)/t7-/m1/s1",IZFHEQBZOYJLPK-SSDOTTSWSA-N
1720,NS00001793,DTXSID60893793,DTXCID901323838,931419-77-1,"3-[[2-(2-Hydroxyethoxy)ethyl]imino]-2,2-dimethylpropyl dodecanoate","InChI=1S/C21H41NO4/c1-4-5-6-7-8-9-10-11-12-13-20(24)26-19-21(2,3)18-22-14-16-25-17-15-23/h18,23H,4-17,19H2,1-3H3",OIOXSPCSRJPJNN-UHFFFAOYSA-N
1721,NS00001794,DTXSID80872803,DTXCID00820381,848820-98-4,"6H-Dibenz[c,e][1,2]oxaphosphorin-6-propanoic acid, butyl ester, 6-oxide","InChI=1S/C19H21O4P/c1-2-3-13-22-19(20)12-14-24(21)18-11-7-5-9-16(18)15-8-4-6-10-17(15)23-24/h4-11H,2-3,12-14H2,1H3",JBEHRBTVEGZLAF-UHFFFAOYSA-N
1722,NS00001795,DTXSID4034940,DTXCID2014940,141776-32-1,Sulfosulfuron,"InChI=1S/C16H18N6O7S2/c1-4-30(24,25)13-14(22-8-6-5-7-10(22)17-13)31(26,27)21-16(23)20-15-18-11(28-2)9-12(19-15)29-3/h5-9H,4H2,1-3H3,(H2,18,19,20,21,23)",RBSXHDIPCIWOMG-UHFFFAOYSA-N
1723,NS00001796,DTXSID2027175,DTXCID007175,529-34-0,"1,2,3,4-Tetrahydronaphthalen-1-one","InChI=1S/C10H10O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-2,4,6H,3,5,7H2",XHLHPRDBBAGVEG-UHFFFAOYSA-N
1724,NS00001797,DTXSID50345438,DTXCID90296511,899-79-6,"2-[2-(6-methoxy-3,4-dihydro-2H-naphthalen-1-ylidene)ethyl]-2-methylcyclopentane-1,3-dione","InChI=1S/C19H22O3/c1-19(17(20)8-9-18(19)21)11-10-13-4-3-5-14-12-15(22-2)6-7-16(13)14/h6-7,10,12H,3-5,8-9,11H2,1-2H3",PHYRXYUDHILFBN-UHFFFAOYSA-N
1725,NS00001798,DTXSID10196004,DTXCID80118495,439685-79-7,Hydroxypropyl tetrahydropyrantriol,"InChI=1S/C8H16O5/c1-4(9)2-6-8(12)7(11)5(10)3-13-6/h4-12H,2-3H2,1H3/t4?,5-,6+,7+,8+/m1/s1",KOGFZZYPPGQZFZ-QVAPDBTGSA-N
1726,NS00001799,DTXSID9024774,DTXCID504774,88-16-4,2-Chlorobenzotrifluoride,"InChI=1S/C7H4ClF3/c8-6-4-2-1-3-5(6)7(9,10)11/h1-4H",DGRVQOKCSKDWIH-UHFFFAOYSA-N
1727,NS00001800,DTXSID9023592,DTXCID803592,1695-77-8,Spectinomycin,"InChI=1S/C14H24N2O7/c1-5-4-6(17)14(20)13(21-5)22-12-10(19)7(15-2)9(18)8(16-3)11(12)23-14/h5,7-13,15-16,18-20H,4H2,1-3H3/t5-,7-,8+,9+,10+,11-,12-,13+,14+/m1/s1",UNFWWIHTNXNPBV-WXKVUWSESA-N
1728,NS00001801,DTXSID20939388,DTXCID301367886,18085-02-4,"But-1-ene-3,4-diyl diacetate","InChI=1S/C8H12O4/c1-4-8(12-7(3)10)5-11-6(2)9/h4,8H,1,5H2,2-3H3/t8-/m0/s1",MWWXARALRVYLAE-QMMMGPOBSA-N
1729,NS00001802,DTXSID4051952,NA,27458-93-1,Isooctadecanol,NA,NA
1729,NS00001802,DTXSID80892268,DTXCID7030515,41744-75-6,16-Methyl-1-heptadecanol,"InChI=1S/C18H38O/c1-18(2)16-14-12-10-8-6-4-3-5-7-9-11-13-15-17-19/h18-19H,3-17H2,1-2H3",WNWHHMBRJJOGFJ-UHFFFAOYSA-N
1730,NS00001803,DTXSID10166186,DTXCID5088677,1570-95-2,"2-Phenyl-1,3-propanediol","InChI=1S/C9H12O2/c10-6-9(7-11)8-4-2-1-3-5-8/h1-5,9-11H,6-7H2",BPBDZXFJDMJLIB-UHFFFAOYSA-N
1731,NS00001804,DTXSID7047019,DTXCID5027019,128-42-7,"4,4'-Dinitro-2,2'-stilbenesulfonic acid","InChI=1S/C14H10N2O10S2/c17-15(18)11-5-3-9(13(7-11)27(21,22)23)1-2-10-4-6-12(16(19)20)8-14(10)28(24,25)26/h1-8H,(H,21,22,23)(H,24,25,26)",UETHPMGVZHBAFB-UHFFFAOYSA-N
1732,NS00001805,DTXSID20472164,DTXCID80198373,99817-37-5,"3,5-dichloro-4-ethyl-2-hydroxyaniline","InChI=1S/C8H9Cl2NO/c1-2-4-5(9)3-6(11)8(12)7(4)10/h3,12H,2,11H2,1H3",QMRQXLFENCRBNZ-UHFFFAOYSA-N
1733,NS00001806,DTXSID7041463,DTXCID5021463,91-97-4,"3,3'-Dimethyl-4,4'-diphenylene diisocyanate","InChI=1S/C16H12N2O2/c1-11-7-13(3-5-15(11)17-9-19)14-4-6-16(18-10-20)12(2)8-14/h3-8H,1-2H3",ICLCCFKUSALICQ-UHFFFAOYSA-N
1734,NS00001807,DTXSID00459953,DTXCID10410772,571189-16-7,Tert-butyl 4-(6-nitropyridin-3-yl)piperazine-1-carboxylate,"InChI=1S/C14H20N4O4/c1-14(2,3)22-13(19)17-8-6-16(7-9-17)11-4-5-12(15-10-11)18(20)21/h4-5,10H,6-9H2,1-3H3",SUWKOEMQNOBJEQ-UHFFFAOYSA-N
1735,NS00001808,DTXSID40862301,DTXCID20198913,618-36-0,(1-Aminoethyl)benzene,"InChI=1/C8H11N/c1-7(9)8-5-3-2-4-6-8/h2-7H,9H2,1H3",RQEUFEKYXDPUSK-UHFFFAOYSA-N
1736,NS00001809,DTXSID40149740,DTXCID4072231,1118-84-9,Allyl acetoacetate,"InChI=1S/C7H10O3/c1-3-4-10-7(9)5-6(2)8/h3H,1,4-5H2,2H3",AXLMPTNTPOWPLT-UHFFFAOYSA-N
1737,NS00001810,DTXSID20865759,DTXCID40814128,35274-05-6,"Propanoic acid, 2-hydroxy-, hexadecyl ester","InChI=1S/C19H38O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22-19(21)18(2)20/h18,20H,3-17H2,1-2H3",WUKXMJCZWYUIRZ-UHFFFAOYSA-N
1738,NS00001811,DTXSID2021739,DTXCID001739,71-23-8,1-Propanol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N
1739,NS00001812,DTXSID10152403,DTXCID5074894,1193-21-1,"4,6-Dichloropyrimidine",InChI=1S/C4H2Cl2N2/c5-3-1-4(6)8-2-7-3/h1-2H,XJPZKYIHCLDXST-UHFFFAOYSA-N
1740,NS00001813,DTXSID7025924,DTXCID505924,120-57-0,Piperonal,"InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2",SATCULPHIDQDRE-UHFFFAOYSA-N
1741,NS00001814,DTXSID8021804,DTXCID301804,94-09-7,Benzocaine,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",BLFLLBZGZJTVJG-UHFFFAOYSA-N
1742,NS00001815,DTXSID4022652,DTXCID702652,3562-84-3,Benzbromarone,"InChI=1S/C17H12Br2O3/c1-2-13-15(10-5-3-4-6-14(10)22-13)16(20)9-7-11(18)17(21)12(19)8-9/h3-8,21H,2H2,1H3",WHQCHUCQKNIQEC-UHFFFAOYSA-N
1743,NS00001816,DTXSID80990652,DTXCID20934813,70445-33-9,"3-[(2-Ethylhexyl)oxy]propane-1,2-diol","InChI=1S/C11H24O3/c1-3-5-6-10(4-2)8-14-9-11(13)7-12/h10-13H,3-9H2,1-2H3",NCZPCONIKBICGS-UHFFFAOYSA-N
1744,NS00001817,DTXSID5025100,DTXCID705100,2439-35-2,2-(Dimethylamino)ethyl acrylate,"InChI=1S/C7H13NO2/c1-4-7(9)10-6-5-8(2)3/h4H,1,5-6H2,2-3H3",DPBJAVGHACCNRL-UHFFFAOYSA-N
1745,NS00001818,DTXSID5029055,NA,84852-15-3,"4-Nonylphenol, branched",NA,NA
1746,NS00001819,DTXSID3046663,DTXCID1026663,82186-77-4,Lumefantrine,"InChI=1/C30H32Cl3NO/c1-3-5-13-34(14-6-4-2)19-29(35)28-18-23(33)17-27-25(15-20-7-9-21(31)10-8-20)26-16-22(32)11-12-24(26)30(27)28/h7-12,15-18,29,35H,3-6,13-14,19H2,1-2H3/b25-15-",DYLGFOYVTXJFJP-MYYYXRDXSA-N
1747,NS00001820,DTXSID3064778,DTXCID0047953,07/09/7719,Thionyl chloride,InChI=1S/Cl2OS/c1-4(2)3,FYSNRJHAOHDILO-UHFFFAOYSA-N
1748,NS00001821,DTXSID7022097,DTXCID702097,629-40-3,Suberonitrile,InChI=1S/C8H12N2/c9-7-5-3-1-2-4-6-8-10/h1-6H2,BTNXBLUGMAMSSH-UHFFFAOYSA-N
1749,NS00001822,DTXSID00180750,DTXCID40103241,26116-56-3,"Erythromycin, 9-amino-9-deoxo-, (9S)- (9CI)","InChI=1S/C37H70N2O12/c1-14-25-37(10,45)30(41)20(4)27(38)18(2)16-35(8,44)32(51-34-28(40)24(39(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-32,34,40-42,44-45H,14-17,38H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,27+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",XCLJRCAJSCMIND-JCTYMORFSA-N
1750,NS00001823,DTXSID4027999,DTXCID807999,37971-36-1,"2-Phosphono-1,2,4-butanetricarboxylic acid","InChI=1S/C7H11O9P/c8-4(9)1-2-7(6(12)13,3-5(10)11)17(14,15)16/h1-3H2,(H,8,9)(H,10,11)(H,12,13)(H2,14,15,16)",SZHQPBJEOCHCKM-UHFFFAOYSA-N
1751,NS00001824,DTXSID9021217,DTXCID601217,58-14-0,Pyrimethamine,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)",WKSAUQYGYAYLPV-UHFFFAOYSA-N
1752,NS00001825,DTXSID70866514,DTXCID30814793,55837-29-1,(+/-)-Tiropramide,"InChI=1/C28H41N3O3/c1-5-18-31(19-6-2)28(33)26(29-27(32)24-12-10-9-11-13-24)22-23-14-16-25(17-15-23)34-21-20-30(7-3)8-4/h9-17,26H,5-8,18-22H2,1-4H3,(H,29,32)",FDBWMYOFXWMGEY-UHFFFAOYSA-N
1753,NS00001826,DTXSID6057796,DTXCID7031585,652-37-9,Acephylline,"InChI=1S/C9H10N4O4/c1-11-7-6(8(16)12(2)9(11)17)13(4-10-7)3-5(14)15/h4H,3H2,1-2H3,(H,14,15)",HCYFGRCYSCXKNQ-UHFFFAOYSA-N
1754,NS00001827,DTXSID00884084,DTXCID201023554,4524-95-2,"2-Azabicyclo[2.2.1]heptane, 2-methyl-","InChI=1S/C7H13N/c1-8-5-6-2-3-7(8)4-6/h6-7H,2-5H2,1H3",LLAMAEIOZLEXMF-UHFFFAOYSA-N
1755,NS00001828,DTXSID3040726,DTXCID1020726,23696-28-8,Olaquindox,"InChI=1S/C12H13N3O4/c1-8-11(12(17)13-6-7-16)15(19)10-5-3-2-4-9(10)14(8)18/h2-5,16H,6-7H2,1H3,(H,13,17)",TURHTASYUMWZCC-UHFFFAOYSA-N
1756,NS00001829,DTXSID9043855,DTXCID7023855,04/09/6358,2-Amino-6-chloro-4-nitrophenol,"InChI=1S/C6H5ClN2O3/c7-4-1-3(9(11)12)2-5(8)6(4)10/h1-2,10H,8H2",TWLMSPNQBKSXOP-UHFFFAOYSA-N
1757,NS00001830,DTXSID6029254,DTXCID409254,01/10/3302,"3,5,5-Trimethylhexanoic acid","InChI=1/C9H18O2/c1-7(5-8(10)11)6-9(2,3)4/h7H,5-6H2,1-4H3,(H,10,11)",OILUAKBAMVLXGF-UHFFFAOYSA-N
1758,NS00001831,DTXSID5029182,DTXCID309182,503-74-2,Isovaleric acid,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",GWYFCOCPABKNJV-UHFFFAOYSA-N
1759,NS00001832,DTXSID401036612,DTXCID201520724,936103-10-5,"2-((3-Nitropyrazolo(1,5-a)pyridin-2-yl)oxy)ethanol","InChI=1S/C9H9N3O4/c13-5-6-16-9-8(12(14)15)7-3-1-2-4-11(7)10-9/h1-4,13H,5-6H2",AOQNDOQWDRFZEO-UHFFFAOYSA-N
1760,NS00001833,NA,NA,NA,NA,NA,NA
